F1_entropy,F2_chi_square,F3_length,F4_standard_key_len,F5_standard_iv_len,F6_memory_region,F7_change_count,F8_change_pattern,F9_entropy_length_interaction,F10_high_confidence_key,label
4.446873587245974,0.0,64.0,1.0,0.0,2.0,11.0,3.0,26.78070836043653,0.0,PLAINTEXT
5.78125,0.0,64.0,1.0,0.0,2.0,11.0,3.0,34.81681391907075,0.0,CIPHERTEXT
4.501629167387822,0.0,24.0,1.0,1.0,2.0,3.0,1.0,20.904918473044376,0.0,KEY
4.418295834054489,0.0,24.0,1.0,1.0,2.0,11.0,3.0,20.517930457229816,0.0,KEY
4.9375,0.0,32.0,1.0,0.0,2.0,0.0,0.0,24.906695964332364,0.0,KEY
3.875,0.0,16.0,1.0,1.0,2.0,11.0,3.0,15.838918509845064,0.0,IV
4.904078664259099,0.0,64.0,1.0,0.0,2.0,11.0,3.0,29.534165500193577,0.0,PLAINTEXT
5.800704882778696,0.0,64.0,1.0,0.0,2.0,11.0,3.0,34.93397837892341,0.0,CIPHERTEXT
4.726409765557392,0.0,32.0,1.0,0.0,2.0,3.0,1.0,23.841873627056074,0.0,KEY
4.9375,0.0,32.0,1.0,0.0,2.0,11.0,3.0,24.906695964332364,0.0,KEY
4.625,0.0,32.0,1.0,0.0,2.0,0.0,0.0,23.330322802032846,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,IV
4.909774413893479,0.0,64.0,1.0,0.0,2.0,11.0,3.0,29.568467399462733,0.0,PLAINTEXT
5.8125,0.0,64.0,1.0,0.0,2.0,11.0,3.0,35.005012913227894,0.0,CIPHERTEXT
4.875,0.0,32.0,1.0,0.0,2.0,3.0,1.0,24.59142133187246,0.0,KEY
4.9375,0.0,32.0,1.0,0.0,2.0,11.0,3.0,24.906695964332364,0.0,KEY
4.8125,0.0,32.0,1.0,0.0,2.0,0.0,0.0,24.276146699412557,0.0,KEY
3.584962500721156,0.0,12.0,0.0,1.0,2.0,11.0,3.0,13.26593762571498,0.0,IV
4.011991415355961,0.0,64.0,1.0,0.0,2.0,11.0,3.0,24.161687965986214,0.0,PLAINTEXT
5.8125,0.0,64.0,1.0,0.0,2.0,11.0,3.0,35.005012913227894,0.0,CIPHERTEXT
4.8125,0.0,32.0,1.0,0.0,2.0,3.0,1.0,24.276146699412557,0.0,KEY
4.875,0.0,32.0,1.0,0.0,2.0,11.0,3.0,24.59142133187246,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,0.0,0.0,16.349851365001356,0.0,KEY
3.875,0.0,16.0,1.0,1.0,2.0,11.0,3.0,15.838918509845064,0.0,IV
4.514162751096862,0.0,64.0,1.0,0.0,2.0,11.0,3.0,27.18594845497772,0.0,PLAINTEXT
5.875,0.0,64.0,1.0,0.0,2.0,11.0,3.0,35.38141090154217,0.0,CIPHERTEXT
3.875,0.0,16.0,1.0,1.0,2.0,3.0,1.0,15.838918509845064,0.0,KEY
3.75,0.0,16.0,1.0,1.0,2.0,11.0,3.0,15.32798565468877,0.0,KEY
4.584962500721156,0.0,24.0,1.0,1.0,2.0,0.0,0.0,21.291906488858938,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,IV
4.277921884241178,0.0,64.0,1.0,0.0,2.0,11.0,3.0,25.76321906230411,0.0,PLAINTEXT
5.71875,0.0,64.0,1.0,0.0,2.0,11.0,3.0,34.44041593075647,0.0,CIPHERTEXT
4.334962500721156,0.0,24.0,1.0,1.0,2.0,3.0,1.0,20.130942441415257,0.0,KEY
4.501629167387822,0.0,24.0,1.0,1.0,2.0,11.0,3.0,20.904918473044376,0.0,KEY
4.9375,0.0,32.0,1.0,0.0,2.0,0.0,0.0,24.906695964332364,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,IV
4.346117633875558,0.0,64.0,1.0,0.0,2.0,11.0,3.0,26.173918949887543,0.0,PLAINTEXT
5.84375,0.0,64.0,1.0,0.0,2.0,11.0,3.0,35.19321190738503,0.0,CIPHERTEXT
5.0,0.0,32.0,1.0,0.0,2.0,3.0,1.0,25.221970596792268,0.0,KEY
4.875,0.0,32.0,1.0,0.0,2.0,11.0,3.0,24.59142133187246,0.0,KEY
3.875,0.0,16.0,1.0,1.0,2.0,0.0,0.0,15.838918509845064,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,IV
4.341982282211645,0.0,64.0,1.0,0.0,2.0,11.0,3.0,26.14901434113124,0.0,PLAINTEXT
5.683364648336088,0.0,64.0,1.0,0.0,2.0,11.0,3.0,34.22731232784304,0.0,CIPHERTEXT
4.0,0.0,16.0,1.0,1.0,2.0,3.0,1.0,16.349851365001356,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,KEY
4.501629167387822,0.0,24.0,1.0,1.0,2.0,0.0,0.0,20.904918473044376,0.0,KEY
3.875,0.0,16.0,1.0,1.0,2.0,11.0,3.0,15.838918509845064,0.0,IV
4.451915524693378,0.0,64.0,1.0,0.0,2.0,11.0,3.0,26.811072762235085,0.0,PLAINTEXT
5.71875,0.0,64.0,1.0,0.0,2.0,11.0,3.0,34.44041593075647,0.0,CIPHERTEXT
4.501629167387822,0.0,24.0,1.0,1.0,2.0,3.0,1.0,20.904918473044376,0.0,KEY
4.501629167387822,0.0,24.0,1.0,1.0,2.0,11.0,3.0,20.904918473044376,0.0,KEY
4.875,0.0,32.0,1.0,0.0,2.0,0.0,0.0,24.59142133187246,0.0,KEY
3.577819531114783,0.0,16.0,1.0,1.0,2.0,11.0,3.0,14.624204386131387,0.0,IV
4.728373781480403,0.0,64.0,1.0,0.0,2.0,11.0,3.0,28.47600606955522,0.0,PLAINTEXT
5.769454882778696,0.0,64.0,1.0,0.0,2.0,11.0,3.0,34.74577938476627,0.0,CIPHERTEXT
5.0,0.0,32.0,1.0,0.0,2.0,3.0,1.0,25.221970596792268,0.0,KEY
4.875,0.0,32.0,1.0,0.0,2.0,11.0,3.0,24.59142133187246,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,0.0,0.0,16.349851365001356,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,IV
4.276864454101657,0.0,64.0,1.0,0.0,2.0,11.0,3.0,25.756850829067332,0.0,PLAINTEXT
5.738204882778696,0.0,64.0,1.0,0.0,2.0,11.0,3.0,34.55758039060913,0.0,CIPHERTEXT
3.875,0.0,16.0,1.0,1.0,2.0,3.0,1.0,15.838918509845064,0.0,KEY
3.875,0.0,16.0,1.0,1.0,2.0,11.0,3.0,15.838918509845064,0.0,KEY
4.251629167387823,0.0,24.0,1.0,1.0,2.0,0.0,0.0,19.7439544256007,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,IV
4.603777399432949,0.0,64.0,1.0,0.0,2.0,11.0,3.0,27.725640828692832,0.0,PLAINTEXT
5.71875,0.0,64.0,1.0,0.0,2.0,11.0,3.0,34.44041593075647,0.0,CIPHERTEXT
4.501629167387822,0.0,24.0,1.0,1.0,2.0,3.0,1.0,20.904918473044376,0.0,KEY
4.501629167387822,0.0,24.0,1.0,1.0,2.0,11.0,3.0,20.904918473044376,0.0,KEY
5.0,0.0,32.0,1.0,0.0,2.0,0.0,0.0,25.221970596792268,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,IV
4.44752739943295,0.0,64.0,1.0,0.0,2.0,11.0,3.0,26.784645857907144,0.0,PLAINTEXT
5.84375,0.0,64.0,1.0,0.0,2.0,11.0,3.0,35.19321190738503,0.0,CIPHERTEXT
4.9375,0.0,32.0,1.0,0.0,2.0,3.0,1.0,24.906695964332364,0.0,KEY
4.788909765557392,0.0,32.0,1.0,0.0,2.0,11.0,3.0,24.157148259515978,0.0,KEY
4.9375,0.0,32.0,1.0,0.0,2.0,0.0,0.0,24.906695964332364,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,IV
4.287257947809982,0.0,64.0,1.0,0.0,2.0,11.0,3.0,25.81944427104126,0.0,PLAINTEXT
5.75,0.0,64.0,1.0,0.0,2.0,11.0,3.0,34.62861492491361,0.0,CIPHERTEXT
5.0,0.0,32.0,1.0,0.0,2.0,3.0,1.0,25.221970596792268,0.0,KEY
4.875,0.0,32.0,1.0,0.0,2.0,11.0,3.0,24.59142133187246,0.0,KEY
4.8125,0.0,32.0,1.0,0.0,2.0,0.0,0.0,24.276146699412557,0.0,KEY
3.584962500721156,0.0,12.0,0.0,1.0,2.0,11.0,3.0,13.26593762571498,0.0,IV
4.788909765557392,0.0,64.0,1.0,0.0,2.0,11.0,3.0,28.84057603159048,0.0,PLAINTEXT
5.91249200111032,0.0,80.0,0.0,0.0,2.0,11.0,3.0,37.48431243029458,0.0,CIPHERTEXT
4.8125,0.0,32.0,1.0,0.0,2.0,3.0,1.0,24.276146699412557,0.0,KEY
5.0,0.0,32.0,1.0,0.0,2.0,11.0,3.0,25.221970596792268,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,0.0,0.0,16.349851365001356,0.0,KEY
3.875,0.0,16.0,1.0,1.0,2.0,11.0,3.0,15.838918509845064,0.0,IV
4.4117384298164914,0.0,64.0,1.0,0.0,2.0,11.0,3.0,26.56911151922753,0.0,PLAINTEXT
5.78125,0.0,64.0,1.0,0.0,2.0,11.0,3.0,34.81681391907075,0.0,CIPHERTEXT
4.0,0.0,16.0,1.0,1.0,2.0,3.0,1.0,16.349851365001356,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,KEY
4.418295834054489,0.0,24.0,1.0,1.0,2.0,0.0,0.0,20.517930457229816,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,IV
5.085479296672174,0.0,64.0,1.0,0.0,2.0,11.0,3.0,30.626626830101085,0.0,PLAINTEXT
5.644454882778696,0.0,64.0,1.0,0.0,2.0,11.0,3.0,33.99298340813772,0.0,CIPHERTEXT
4.334962500721156,0.0,24.0,1.0,1.0,2.0,3.0,1.0,20.130942441415257,0.0,KEY
4.334962500721156,0.0,24.0,1.0,1.0,2.0,11.0,3.0,20.130942441415257,0.0,KEY
5.0,0.0,32.0,1.0,0.0,2.0,0.0,0.0,25.221970596792268,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,IV
4.880488429816491,0.0,64.0,1.0,0.0,2.0,11.0,3.0,29.392096431584612,0.0,PLAINTEXT
5.78125,0.0,64.0,1.0,0.0,2.0,11.0,3.0,34.81681391907075,0.0,CIPHERTEXT
4.8125,0.0,32.0,1.0,0.0,2.0,3.0,1.0,24.276146699412557,0.0,KEY
4.875,0.0,32.0,1.0,0.0,2.0,11.0,3.0,24.59142133187246,0.0,KEY
4.75,0.0,32.0,1.0,0.0,2.0,0.0,0.0,23.960872066952653,0.0,KEY
3.875,0.0,16.0,1.0,1.0,2.0,11.0,3.0,15.838918509845064,0.0,IV
4.958918898701707,0.0,64.0,1.0,0.0,2.0,11.0,3.0,29.86443356295967,0.0,PLAINTEXT
5.71875,0.0,64.0,1.0,0.0,2.0,11.0,3.0,34.44041593075647,0.0,CIPHERTEXT
4.9375,0.0,32.0,1.0,0.0,2.0,3.0,1.0,24.906695964332364,0.0,KEY
4.9375,0.0,32.0,1.0,0.0,2.0,11.0,3.0,24.906695964332364,0.0,KEY
4.8125,0.0,32.0,1.0,0.0,2.0,0.0,0.0,24.276146699412557,0.0,KEY
3.584962500721156,0.0,12.0,0.0,1.0,2.0,11.0,3.0,13.26593762571498,0.0,IV
4.939464015923011,0.0,64.0,1.0,0.0,2.0,11.0,3.0,29.747269103107012,0.0,PLAINTEXT
5.875,0.0,64.0,1.0,0.0,2.0,11.0,3.0,35.38141090154217,0.0,CIPHERTEXT
4.875,0.0,32.0,1.0,0.0,2.0,3.0,1.0,24.59142133187246,0.0,KEY
4.875,0.0,32.0,1.0,0.0,2.0,11.0,3.0,24.59142133187246,0.0,KEY
3.875,0.0,16.0,1.0,1.0,2.0,0.0,0.0,15.838918509845064,0.0,KEY
3.875,0.0,16.0,1.0,1.0,2.0,11.0,3.0,15.838918509845064,0.0,IV
4.544398195373883,0.0,64.0,1.0,0.0,2.0,11.0,3.0,27.368037421404264,0.0,PLAINTEXT
5.84375,0.0,64.0,1.0,0.0,2.0,11.0,3.0,35.19321190738503,0.0,CIPHERTEXT
3.875,0.0,16.0,1.0,1.0,2.0,3.0,1.0,15.838918509845064,0.0,KEY
3.875,0.0,16.0,1.0,1.0,2.0,11.0,3.0,15.838918509845064,0.0,KEY
4.501629167387822,0.0,24.0,1.0,1.0,2.0,0.0,0.0,20.904918473044376,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,IV
4.289717001462482,0.0,64.0,1.0,0.0,2.0,11.0,3.0,25.834253596608587,0.0,PLAINTEXT
5.738204882778696,0.0,64.0,1.0,0.0,2.0,11.0,3.0,34.55758039060913,0.0,CIPHERTEXT
4.41829583405449,0.0,24.0,1.0,1.0,2.0,3.0,1.0,20.51793045722982,0.0,KEY
4.584962500721156,0.0,24.0,1.0,1.0,2.0,11.0,3.0,21.291906488858938,0.0,KEY
4.875,0.0,32.0,1.0,0.0,2.0,0.0,0.0,24.59142133187246,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,IV
4.362997562960807,0.0,64.0,1.0,0.0,2.0,11.0,3.0,26.27557609149675,0.0,PLAINTEXT
5.875,0.0,64.0,1.0,0.0,2.0,11.0,3.0,35.38141090154217,0.0,CIPHERTEXT
4.8125,0.0,32.0,1.0,0.0,2.0,3.0,1.0,24.276146699412557,0.0,KEY
4.875,0.0,32.0,1.0,0.0,2.0,11.0,3.0,24.59142133187246,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,0.0,0.0,16.349851365001356,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,IV
4.795412751096862,0.0,64.0,1.0,0.0,2.0,11.0,3.0,28.879739402391973,0.0,PLAINTEXT
5.84375,0.0,64.0,1.0,0.0,2.0,11.0,3.0,35.19321190738503,0.0,CIPHERTEXT
4.0,0.0,16.0,1.0,1.0,2.0,3.0,1.0,16.349851365001356,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,KEY
4.251629167387822,0.0,24.0,1.0,1.0,2.0,0.0,0.0,19.743954425600695,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,IV
4.435732282211645,0.0,64.0,1.0,0.0,2.0,11.0,3.0,26.71361132360266,0.0,PLAINTEXT
5.8125,0.0,64.0,1.0,0.0,2.0,11.0,3.0,35.005012913227894,0.0,CIPHERTEXT
4.584962500721156,0.0,24.0,1.0,1.0,2.0,3.0,1.0,21.291906488858938,0.0,KEY
4.334962500721156,0.0,24.0,1.0,1.0,2.0,11.0,3.0,20.130942441415257,0.0,KEY
4.875,0.0,32.0,1.0,0.0,2.0,0.0,0.0,24.59142133187246,0.0,KEY
3.875,0.0,16.0,1.0,1.0,2.0,11.0,3.0,15.838918509845064,0.0,IV
4.618693312595187,0.0,64.0,1.0,0.0,2.0,11.0,3.0,27.81546994402302,0.0,PLAINTEXT
5.84375,0.0,64.0,1.0,0.0,2.0,11.0,3.0,35.19321190738503,0.0,CIPHERTEXT
4.875,0.0,32.0,1.0,0.0,2.0,3.0,1.0,24.59142133187246,0.0,KEY
4.8125,0.0,32.0,1.0,0.0,2.0,11.0,3.0,24.276146699412557,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,0.0,0.0,16.349851365001356,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,IV
4.231352353126395,0.0,64.0,1.0,0.0,2.0,11.0,3.0,25.48276021705061,0.0,PLAINTEXT
5.644454882778696,0.0,64.0,1.0,0.0,2.0,11.0,3.0,33.99298340813772,0.0,CIPHERTEXT
3.875,0.0,16.0,1.0,1.0,2.0,3.0,1.0,15.838918509845064,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,KEY
4.501629167387822,0.0,24.0,1.0,1.0,2.0,0.0,0.0,20.904918473044376,0.0,KEY
3.875,0.0,16.0,1.0,1.0,2.0,11.0,3.0,15.838918509845064,0.0,IV
4.493400243944215,0.0,64.0,1.0,0.0,2.0,11.0,3.0,27.060909000183848,0.0,PLAINTEXT
5.8125,0.0,64.0,1.0,0.0,2.0,11.0,3.0,35.005012913227894,0.0,CIPHERTEXT
4.168295834054489,0.0,24.0,1.0,1.0,2.0,3.0,1.0,19.356966409786136,0.0,KEY
4.501629167387822,0.0,24.0,1.0,1.0,2.0,11.0,3.0,20.904918473044376,0.0,KEY
4.875,0.0,32.0,1.0,0.0,2.0,0.0,0.0,24.59142133187246,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,IV
4.821469969293428,0.0,64.0,1.0,0.0,2.0,11.0,3.0,29.03666555455603,0.0,PLAINTEXT
5.800704882778696,0.0,64.0,1.0,0.0,2.0,11.0,3.0,34.93397837892341,0.0,CIPHERTEXT
4.75,0.0,32.0,1.0,0.0,2.0,3.0,1.0,23.960872066952653,0.0,KEY
4.875,0.0,32.0,1.0,0.0,2.0,11.0,3.0,24.59142133187246,0.0,KEY
4.9375,0.0,32.0,1.0,0.0,2.0,0.0,0.0,24.906695964332364,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,IV
4.285178031846025,0.0,64.0,1.0,0.0,2.0,11.0,3.0,25.80691825208612,0.0,PLAINTEXT
5.875,0.0,64.0,1.0,0.0,2.0,11.0,3.0,35.38141090154217,0.0,CIPHERTEXT
4.8125,0.0,32.0,1.0,0.0,2.0,3.0,1.0,24.276146699412557,0.0,KEY
4.9375,0.0,32.0,1.0,0.0,2.0,11.0,3.0,24.906695964332364,0.0,KEY
4.8125,0.0,32.0,1.0,0.0,2.0,0.0,0.0,24.276146699412557,0.0,KEY
3.4182958340544896,0.0,12.0,0.0,1.0,2.0,11.0,3.0,12.649197672691464,0.0,IV
4.519247562960808,0.0,64.0,1.0,0.0,2.0,11.0,3.0,27.21657106228245,0.0,PLAINTEXT
5.978055907333276,0.0,80.0,0.0,0.0,2.0,11.0,3.0,37.899977761351316,0.0,CIPHERTEXT
4.8125,0.0,32.0,1.0,0.0,2.0,3.0,1.0,24.276146699412557,0.0,KEY
4.75,0.0,32.0,1.0,0.0,2.0,11.0,3.0,23.960872066952653,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,0.0,0.0,16.349851365001356,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,IV
4.578223149067329,0.0,64.0,1.0,0.0,2.0,11.0,3.0,27.57174373380485,0.0,PLAINTEXT
5.726409765557392,0.0,64.0,1.0,0.0,2.0,11.0,3.0,34.48654585630465,0.0,CIPHERTEXT
4.0,0.0,16.0,1.0,1.0,2.0,3.0,1.0,16.349851365001356,0.0,KEY
3.875,0.0,16.0,1.0,1.0,2.0,11.0,3.0,15.838918509845064,0.0,KEY
4.584962500721156,0.0,24.0,1.0,1.0,2.0,0.0,0.0,21.291906488858938,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,IV
4.835479296672174,0.0,64.0,1.0,0.0,2.0,11.0,3.0,29.12103487684397,0.0,PLAINTEXT
5.8125,0.0,64.0,1.0,0.0,2.0,11.0,3.0,35.005012913227894,0.0,CIPHERTEXT
4.584962500721156,0.0,24.0,1.0,1.0,2.0,3.0,1.0,21.291906488858938,0.0,KEY
4.418295834054489,0.0,24.0,1.0,1.0,2.0,11.0,3.0,20.517930457229816,0.0,KEY
4.8125,0.0,32.0,1.0,0.0,2.0,0.0,0.0,24.276146699412557,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,IV
4.228777399432949,0.0,64.0,1.0,0.0,2.0,11.0,3.0,25.467252898807164,0.0,PLAINTEXT
5.769454882778696,0.0,64.0,1.0,0.0,2.0,11.0,3.0,34.74577938476627,0.0,CIPHERTEXT
4.663909765557392,0.0,32.0,1.0,0.0,2.0,3.0,1.0,23.52659899459617,0.0,KEY
4.875,0.0,32.0,1.0,0.0,2.0,11.0,3.0,24.59142133187246,0.0,KEY
4.851409765557392,0.0,32.0,1.0,0.0,2.0,0.0,0.0,24.47242289197588,0.0,KEY
3.875,0.0,16.0,1.0,1.0,2.0,11.0,3.0,15.838918509845064,0.0,IV
4.352217001462482,0.0,64.0,1.0,0.0,2.0,11.0,3.0,26.210651584922864,0.0,PLAINTEXT
5.738204882778696,0.0,64.0,1.0,0.0,2.0,11.0,3.0,34.55758039060913,0.0,CIPHERTEXT
4.9375,0.0,32.0,1.0,0.0,2.0,3.0,1.0,24.906695964332364,0.0,KEY
4.875,0.0,32.0,1.0,0.0,2.0,11.0,3.0,24.59142133187246,0.0,KEY
4.875,0.0,32.0,1.0,0.0,2.0,0.0,0.0,24.59142133187246,0.0,KEY
3.584962500721156,0.0,12.0,0.0,1.0,2.0,11.0,3.0,13.26593762571498,0.0,IV
4.784774413893478,0.0,64.0,1.0,0.0,2.0,11.0,3.0,28.81567142283417,0.0,PLAINTEXT
5.695159765557392,0.0,64.0,1.0,0.0,2.0,11.0,3.0,34.29834686214752,0.0,CIPHERTEXT
4.875,0.0,32.0,1.0,0.0,2.0,3.0,1.0,24.59142133187246,0.0,KEY
4.875,0.0,32.0,1.0,0.0,2.0,11.0,3.0,24.59142133187246,0.0,KEY
3.875,0.0,16.0,1.0,1.0,2.0,0.0,0.0,15.838918509845064,0.0,KEY
3.875,0.0,16.0,1.0,1.0,2.0,11.0,3.0,15.838918509845064,0.0,IV
4.757409571322961,0.0,64.0,1.0,0.0,2.0,11.0,3.0,28.6508702757289,0.0,PLAINTEXT
5.84375,0.0,64.0,1.0,0.0,2.0,11.0,3.0,35.19321190738503,0.0,CIPHERTEXT
4.0,0.0,16.0,1.0,1.0,2.0,3.0,1.0,16.349851365001356,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,KEY
4.584962500721156,0.0,24.0,1.0,1.0,2.0,0.0,0.0,21.291906488858938,0.0,KEY
4.0,0.0,16.0,1.0,1.0,2.0,11.0,3.0,16.349851365001356,0.0,IV
4.392283547037795,0.0,64.0,1.0,0.0,2.0,11.0,3.0,26.45194705937487,0.0,PLAINTEXT
5.84375,0.0,64.0,1.0,0.0,2.0,11.0,3.0,35.19321190738503,0.0,CIPHERTEXT
4.501629167387822,0.0,24.0,1.0,1.0,2.0,3.0,1.0,20.904918473044376,0.0,KEY
4.584962500721156,0.0,24.0,1.0,1.0,2.0,11.0,3.0,21.291906488858938,0.0,KEY
4.9375,0.0,32.0,1.0,0.0,2.0,0.0,0.0,24.906695964332364,0.0,KEY
3.875,0.0,16.0,1.0,1.0,2.0,11.0,3.0,15.838918509845064,0.0,IV
5.001310203736037,0.0,64.0,1.0,0.0,2.0,11.0,3.0,30.11972959395069,0.0,PLAINTEXT
5.769454882778696,0.0,64.0,1.0,0.0,2.0,11.0,3.0,34.74577938476627,0.0,CIPHERTEXT
